Manufacturer,Model,Prod. year,Mileage,Category,Leather interior,Fuel type,Engine volume,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Price,isTurbo
SSANGYONG,Actyon,2015.0,215000.0,Jeep,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Black,4.0,25139.0,No
VOLKSWAGEN,Golf 4,1999.0,180056.0,Universal,No,LPG,1.6,4.0,Manual,Front,Right-hand drive,White,4.0,5645.0,No
TOYOTA,Prius,2006.0,173000.0,Hatchback,No,Hybrid,1.4,4.0,Variator,Front,Left wheel,Grey,8.0,11917.0,No
NISSAN,Note,2008.0,104000.0,Hatchback,No,Petrol,1.5,4.0,Automatic,Front,Right-hand drive,Grey,2.0,8154.0,No
TOYOTA,RAV 4,2016.0,47453.0,Jeep,Yes,Hybrid,2.5,4.0,Automatic,4x4,Left wheel,Silver,10.0,19444.0,No
OPEL,Astra,2007.0,0.0,Universal,Yes,Diesel,1.7,4.0,Manual,Front,Left wheel,Silver,10.0,9408.0,Yes
VOLKSWAGEN,Passat,1999.0,200000.0,Sedan,No,CNG,1.8,4.0,Tiptronic,Front,Right-hand drive,Silver,4.0,4704.0,Yes
MERCEDES-BENZ,C 230,2004.0,1234.0,Sedan,Yes,Diesel,2.2,4.0,Automatic,Rear,Left wheel,Black,0.0,11604.0,Yes
TOYOTA,RAV 4,2017.0,60000.0,Jeep,Yes,Petrol,2.5,4.0,Automatic,4x4,Left wheel,Silver,12.0,50178.0,No
MERCEDES-BENZ,C 200,2000.0,260000.0,Sedan,Yes,Petrol,2.0,4.0,Manual,Rear,Left wheel,Silver,6.0,8467.0,No
AUDI,A7,2012.0,161000.0,Coupe,Yes,Petrol,3.0,6.0,Tiptronic,4x4,Left wheel,Silver,12.0,58018.0,Yes
HONDA,Accord,2018.0,60062.0,Sedan,Yes,Petrol,1.5,4.0,Automatic,Front,Left wheel,Black,12.0,11290.0,No
TOYOTA,Camry,2017.0,48035.0,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Left wheel,Red,12.0,4234.0,No
CHEVROLET,Volt,2012.0,160000.0,Sedan,No,Plug-in Hybrid,1.4,4.0,Automatic,Front,Left wheel,White,10.0,24462.0,No
HYUNDAI,H1,2011.0,222604.0,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Black,4.0,18500.0,No
SUBARU,Forester,2009.0,133000.0,Jeep,No,Petrol,2.5,4.0,Automatic,4x4,Left wheel,Silver,8.0,13172.0,No
MITSUBISHI,Pajero,2001.0,149000.0,Jeep,No,CNG,3.5,6.0,Tiptronic,4x4,Left wheel,Silver,4.0,10036.0,No
HYUNDAI,Elantra,2018.0,52000.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Red,4.0,31581.0,No
HYUNDAI,Tucson,2014.0,134750.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,30351.0,No
TOYOTA,Prius,2015.0,104795.0,Jeep,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,12.0,2038.0,No
SSANGYONG,REXTON,2016.0,55510.0,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,Left wheel,White,4.0,57108.0,No
HYUNDAI,Elantra SE,2012.0,158000.0,Sedan,No,Petrol,1.8,4.0,Tiptronic,Front,Left wheel,Grey,10.0,12544.0,No
HYUNDAI,Sonata,2011.0,91222.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,White,4.0,7683.0,No
OPEL,Astra,2001.0,40000.0,Sedan,No,Diesel,2.0,4.0,Manual,Front,Left wheel,White,4.0,7213.0,Yes
HONDA,Fred,2012.0,116000.0,Hatchback,No,Petrol,1.3,4.0,Variator,Front,Right-hand drive,White,10.0,8154.0,No
FORD,Transit,2007.0,175000.0,Microbus,No,Diesel,2.2,4.0,Manual,Front,Left wheel,White,2.0,12858.0,Yes
MITSUBISHI,Grandis,2007.0,1600.0,Jeep,Yes,Petrol,2.4,6.0,Automatic,Front,Right-hand drive,Black,7.0,12544.0,No
HYUNDAI,Santa FE,2010.0,243551.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,19309.0,No
SSANGYONG,REXTON,2011.0,53323.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,32035.0,No
TOYOTA,Prius,2018.0,2102.0,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,12.0,40769.0,No
HYUNDAI,Veloster,2013.0,161600.0,Hatchback,Yes,Petrol,1.6,4.0,Tiptronic,Front,Left wheel,White,0.0,17562.0,Yes
HYUNDAI,Sonata,2015.0,461965.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,11290.0,No
MAZDA,Verisa,2005.0,176000.0,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Right-hand drive,Silver,2.0,7527.0,No
BMW,X5,2011.0,239000.0,Jeep,Yes,Diesel,3.0,6.0,Automatic,4x4,Left wheel,Black,12.0,51746.0,Yes
TOYOTA,Camry,2007.0,151000.0,Sedan,Yes,Hybrid,2.4,4.0,Variator,Front,Left wheel,Black,10.0,18817.0,No
TOYOTA,RAV 4,2012.0,159901.0,Jeep,No,Petrol,2.5,4.0,Automatic,Front,Left wheel,Brown,12.0,5959.0,No
VOLKSWAGEN,Jetta,2013.0,159981.0,Sedan,Yes,Hybrid,1.4,4.0,Automatic,Front,Left wheel,Black,12.0,2509.0,No
MERCEDES-BENZ,GLA 250,2015.0,155317.0,Jeep,Yes,Petrol,2.0,4.0,Automatic,4x4,Left wheel,White,0.0,16308.0,No
TOYOTA,Prius,2010.0,260000.0,Sedan,No,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,6.0,14740.0,No
HYUNDAI,Santa FE,2017.0,72040.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Blue,4.0,42717.0,No
NISSAN,Tiida,2005.0,138000.0,Hatchback,No,Petrol,1.5,4.0,Automatic,Front,Right-hand drive,Silver,2.0,8311.0,No
MERCEDES-BENZ,Sprinter,1999.0,0.0,Microbus,No,Diesel,2.9,4.0,Manual,Rear,Left wheel,White,2.0,19444.0,No
TOYOTA,Camry,2018.0,60000.0,Sedan,Yes,Petrol,2.5,6.0,Tiptronic,Front,Left wheel,Black,10.0,50178.0,No
TOYOTA,Camry,2013.0,168000.0,Sedan,No,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Grey,10.0,24462.0,No
CHEVROLET,Captiva,2010.0,62147.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,11917.0,No
TOYOTA,Prius,2008.0,18000.0,Sedan,No,Hybrid,1.6,1.0,Automatic,4x4,Left wheel,Sky blue,1.0,9408.0,No
SUZUKI,SX4,2008.0,89000.0,Jeep,No,Petrol,2.0,4.0,Automatic,4x4,Left wheel,Black,6.0,8154.0,No
HYUNDAI,Tucson,2012.0,0.0,Jeep,Yes,Petrol,2.4,4.0,Tiptronic,Front,Left wheel,White,6.0,19444.0,No
HYUNDAI,H1,2016.0,91804.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Silver,4.0,37066.0,No
LEXUS,RX 450,2010.0,315270.0,Jeep,Yes,Hybrid,3.5,6.0,Automatic,4x4,Left wheel,Grey,12.0,2509.0,No
MINI,Cooper,2012.0,115754.0,Cabriolet,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Blue,12.0,1176.0,No
INFINITI,FX35,2004.0,225600.0,Jeep,Yes,Petrol,3.5,6.0,Tiptronic,Rear,Left wheel,Grey,8.0,11604.0,No
VOLKSWAGEN,Jetta,2012.0,198253.0,Sedan,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,12.0,4391.0,No
CHEVROLET,Orlando,2012.0,201892.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,15125.0,No
CHEVROLET,Captiva,2011.0,134498.0,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,Left wheel,Grey,4.0,22549.0,No
HONDA,Odyssey,2010.0,135000.0,Minivan,Yes,Petrol,3.5,6.0,Automatic,Front,Left wheel,White,8.0,25089.0,No
SUBARU,Outback,2018.0,0.0,Sedan,Yes,Petrol,2.5,4.0,Automatic,4x4,Left wheel,Silver,12.0,1882.0,No
TOYOTA,Tundra,2014.0,0.0,Sedan,Yes,Petrol,5.7,8.0,Automatic,4x4,Left wheel,White,12.0,3293.0,No
HYUNDAI,Sonata,2016.0,256768.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,15681.0,No
CHEVROLET,Cruze,2011.0,28000.0,Sedan,No,Petrol,1.8,4.0,Manual,Front,Left wheel,Silver,12.0,9408.0,No
TOYOTA,Camry,2012.0,268683.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Blue,12.0,3136.0,No
SSANGYONG,REXTON,2013.0,153641.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,32311.0,No
LEXUS,CT 200h,2014.0,132563.0,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Red,0.0,11447.0,No
HYUNDAI,H1,2018.0,26501.0,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Yellow,4.0,65040.0,No
BMW,X6,2009.0,158000.0,Jeep,Yes,Petrol,4.4,8.0,Tiptronic,4x4,Left wheel,Beige,12.0,40000.0,Yes
HYUNDAI,Elantra,2013.0,117500.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Grey,4.0,17158.0,No
SSANGYONG,Actyon,2017.0,31139.0,Jeep,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,White,4.0,38311.0,No
SUBARU,Forester,2015.0,90392.0,Jeep,Yes,Petrol,2.5,4.0,Automatic,4x4,Left wheel,White,0.0,6899.0,No
SSANGYONG,Korando,2014.0,134368.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,25512.0,No
KIA,Picanto,2017.0,94000.0,Sedan,No,Petrol,1.2,4.0,Manual,Front,Left wheel,Silver,1.0,15524.0,No
GMC,TERRAIN,2019.0,35898.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Black,12.0,14269.0,No
HYUNDAI,Elantra,2011.0,133783.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Grey,4.0,19679.0,No
FIAT,500,2012.0,157317.0,Sedan,Yes,Petrol,1.4,4.0,Automatic,Front,Left wheel,Red,12.0,3293.0,No
MERCEDES-BENZ,E 350,2014.0,101424.0,Sedan,Yes,Petrol,5.5,8.0,Automatic,4x4,Left wheel,Grey,12.0,32302.0,No
NISSAN,Versa,2017.0,59974.0,Jeep,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Red,12.0,3136.0,No
HYUNDAI,Sonata,2016.0,516176.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Orange,4.0,13172.0,No
TOYOTA,RAV 4,2018.0,40000.0,Jeep,No,Petrol,2.5,4.0,Tiptronic,4x4,Left wheel,White,12.0,48610.0,No
HYUNDAI,Tucson,2014.0,120272.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,28617.0,No
MERCEDES-BENZ,E 350,2008.0,175614.0,Sedan,Yes,Diesel,3.0,6.0,Automatic,Rear,Left wheel,Black,12.0,2430.0,No
JEEP,Liberty,2004.0,200000.0,Jeep,No,CNG,3.7,6.0,Automatic,4x4,Left wheel,Blue,4.0,9722.0,No
HYUNDAI,H1,2014.0,120804.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Silver,4.0,37000.0,No
SSANGYONG,Actyon,2017.0,81348.0,Jeep,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,35610.0,No
HONDA,FIT,2005.0,121757.0,Hatchback,No,Petrol,1.3,4.0,Variator,Front,Right-hand drive,Sky blue,2.0,7213.0,No
HYUNDAI,H1,2016.0,51831.0,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Grey,4.0,44247.0,No
HONDA,FIT,2011.0,185000.0,Sedan,No,Petrol,1.3,4.0,Automatic,Front,Right-hand drive,Black,2.0,8154.0,No
KIA,Optima,2012.0,121000.0,Sedan,No,Petrol,2.4,4.0,Tiptronic,Front,Left wheel,Carnelian red,12.0,15681.0,No
MERCEDES-BENZ,GLA 250,2015.0,99542.0,Jeep,Yes,Petrol,2.0,4.0,Automatic,4x4,Left wheel,White,0.0,11133.0,No
BMW,528,1992.0,1000.0,Sedan,Yes,Petrol,2.8,6.0,Manual,Rear,Left wheel,Black,2.0,17249.0,No
MERCEDES-BENZ,Vito,1997.0,170000.0,Microbus,No,LPG,2.0,6.0,Manual,Front,Left wheel,Red,2.0,13000.0,No
HYUNDAI,H1,2016.0,135884.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Silver,4.0,36834.0,No
AUDI,A6,1995.0,0.0,Sedan,Yes,CNG,2.8,6.0,Automatic,Front,Left wheel,Grey,4.0,2500.0,No
HONDA,FIT,2005.0,172000.0,Hatchback,No,Petrol,1.3,4.0,Automatic,Front,Right-hand drive,Black,4.0,7997.0,No
MERCEDES-BENZ,C 250,2014.0,81600.0,Sedan,Yes,Petrol,1.8,4.0,Tiptronic,Rear,Left wheel,Blue,12.0,14113.0,Yes
NISSAN,Tiida,2006.0,180000.0,Hatchback,Yes,Petrol,1.5,4.0,Variator,Front,Right-hand drive,Silver,2.0,9095.0,No
HYUNDAI,Sonata,2016.0,36215.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Blue,4.0,50341.0,No
MERCEDES-BENZ,GLE 350,2016.0,117368.0,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,Left wheel,Black,0.0,68681.0,No
VOLKSWAGEN,Tiguan,2012.0,48379.0,Jeep,Yes,Petrol,2.0,4.0,Tiptronic,4x4,Left wheel,Purple,14.0,21326.0,Yes
CHEVROLET,Aveo,2012.0,30089.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Black,4.0,9092.0,No
MERCEDES-BENZ,Sprinter,2004.0,371500.0,Microbus,No,Diesel,2.2,4.0,Manual,4x4,Left wheel,White,2.0,29793.0,Yes
TOYOTA,Highlander,2009.0,318358.0,Sedan,Yes,Hybrid,3.3,6.0,Automatic,4x4,Left wheel,Black,12.0,1019.0,No
HYUNDAI,Genesis,2011.0,135746.0,Coupe,Yes,Petrol,3.8,4.0,Automatic,Front,Left wheel,Grey,4.0,21395.0,No
HYUNDAI,Tucson,2011.0,104000.0,Jeep,Yes,Petrol,2.0,4.0,Automatic,4x4,Left wheel,Brown,2.0,26030.0,No
HYUNDAI,Tucson,2015.0,80687.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,39891.0,No
BMW,335,2010.0,197000.0,Sedan,Yes,Diesel,3.0,6.0,Tiptronic,Rear,Left wheel,Black,8.0,25089.0,Yes
FORD,C-MAX,2012.0,203770.0,Hatchback,Yes,Hybrid,2.0,4.0,Automatic,Front,Left wheel,Red,10.0,14113.0,No
CHEVROLET,Cruze,2009.0,66630.0,Sedan,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,7370.0,No
HYUNDAI,Sonata,2015.0,380070.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Orange,4.0,7056.0,No
TOYOTA,Prius C,2013.0,51200.0,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Left wheel,Silver,16.0,21012.0,No
FORD,Escape,2007.0,251200.0,Jeep,No,Hybrid,2.3,4.0,Automatic,4x4,Left wheel,Beige,6.0,11917.0,No
HYUNDAI,Elantra,2012.0,147718.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,20005.0,No
HYUNDAI,Sonata,2017.0,34900.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,54167.0,No
FORD,Escape,2008.0,161000.0,Jeep,Yes,Hybrid,2.3,4.0,Automatic,Front,Left wheel,White,4.0,10663.0,No
HYUNDAI,Tucson,2018.0,46764.0,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,Left wheel,Blue,4.0,47205.0,No
OPEL,Vectra,2000.0,245000.0,Sedan,No,Petrol,1.8,4.0,Manual,Front,Left wheel,Green,4.0,8467.0,No
MERCEDES-BENZ,E 350,2006.0,177000.0,Sedan,Yes,Petrol,3.5,6.0,Tiptronic,Rear,Left wheel,Silver,12.0,17876.0,No
LEXUS,LS 460,2010.0,108171.0,Sedan,Yes,Petrol,4.6,4.0,Automatic,Front,Left wheel,Silver,4.0,38060.0,No
CHEVROLET,Captiva,2013.0,86359.0,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,Left wheel,Grey,4.0,32104.0,No
BMW,X5,2004.0,248000.0,Jeep,Yes,Diesel,3.0,6.0,Tiptronic,4x4,Left wheel,White,0.0,25089.0,No
MERCEDES-BENZ,ML 350,2011.0,186542.0,Jeep,Yes,Diesel,3.5,6.0,Automatic,4x4,Left wheel,White,12.0,2038.0,No
TOYOTA,Corolla,2014.0,169141.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Silver,12.0,4391.0,No
HYUNDAI,Santa FE,2010.0,185987.0,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,Left wheel,White,4.0,19309.0,No
FORD,Taurus,2015.0,87704.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,40092.0,No
LEXUS,GX 460,2010.0,275240.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Silver,0.0,15681.0,No
CHEVROLET,Cruze,2018.0,0.0,Sedan,No,Petrol,1.4,4.0,Automatic,Front,Left wheel,Silver,0.0,14740.0,No
HYUNDAI,Sonata,2011.0,51600.0,Sedan,Yes,Hybrid,2.4,4.0,Tiptronic,Front,Left wheel,Red,8.0,17249.0,No
HYUNDAI,Genesis,2009.0,125350.0,Coupe,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,16358.0,No
SSANGYONG,Actyon,2017.0,81665.0,Jeep,Yes,Diesel,1.6,4.0,Automatic,Front,Left wheel,Black,4.0,43868.0,No
CHEVROLET,Captiva,2007.0,230000.0,Jeep,No,Diesel,2.0,4.0,Manual,4x4,Left wheel,Grey,6.0,19444.0,Yes
BMW,X5,2014.0,93000.0,Jeep,Yes,Diesel,3.0,6.0,Tiptronic,4x4,Left wheel,White,0.0,95651.0,Yes
TOYOTA,Prius C,2015.0,144000.0,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Left wheel,Black,10.0,20385.0,No
AUDI,Q5,2011.0,174000.0,Jeep,No,Petrol,3.2,6.0,Tiptronic,4x4,Left wheel,Black,0.0,14740.0,No
HONDA,FIT,2011.0,115000.0,Hatchback,No,Petrol,1.3,4.0,Automatic,Front,Right-hand drive,Silver,4.0,11917.0,No
TOYOTA,Prius,2013.0,115000.0,Sedan,No,Hybrid,1.8,4.0,Variator,Front,Left wheel,Sky blue,12.0,23521.0,No
MERCEDES-BENZ,GL 550,2013.0,130000.0,Jeep,Yes,Petrol,4.7,8.0,Tiptronic,4x4,Left wheel,Black,12.0,81539.0,Yes
MERCEDES-BENZ,GLE 350,2016.0,62938.0,Jeep,Yes,Petrol,3.0,6.0,Automatic,4x4,Left wheel,Black,12.0,20071.0,No
HYUNDAI,Santa FE,2010.0,68558.0,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,Left wheel,Black,4.0,12083.0,No
NISSAN,March,2013.0,107135.0,Hatchback,Yes,Petrol,1.2,4.0,Automatic,Front,Left wheel,Black,4.0,4980.0,No
SSANGYONG,REXTON,2011.0,260000.0,Jeep,Yes,Diesel,2.7,4.0,Automatic,Front,Left wheel,White,4.0,18240.0,No
CHEVROLET,Captiva,2007.0,62336.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,7683.0,No
KIA,RIO,2016.0,91000.0,Sedan,No,Petrol,1.2,4.0,Manual,Front,Left wheel,Silver,2.0,16308.0,No
HONDA,FIT,2006.0,111111.0,Hatchback,No,Petrol,1.3,4.0,Variator,4x4,Right-hand drive,Black,0.0,8624.0,No
CHEVROLET,Cruze,2014.0,127024.0,Sedan,Yes,Petrol,1.4,4.0,Automatic,Front,Left wheel,Black,4.0,16766.0,No
TOYOTA,RAV 4,2016.0,95762.0,Jeep,Yes,Petrol,2.5,4.0,Automatic,4x4,Left wheel,Black,12.0,7997.0,No
LEXUS,GX 470,2013.0,202651.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Black,0.0,54568.0,No
MERCEDES-BENZ,CLS 350,2007.0,127000.0,Sedan,Yes,Petrol,3.5,8.0,Tiptronic,Rear,Left wheel,Silver,8.0,23521.0,No
HYUNDAI,Sonata,2015.0,170000.0,Sedan,Yes,Petrol,2.4,4.0,Tiptronic,Front,Left wheel,Brown,10.0,15367.0,No
HYUNDAI,Elantra,2020.0,25038.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Grey,12.0,15210.0,No
HONDA,FIT,2004.0,245000.0,Hatchback,No,LPG,1.3,4.0,Variator,Front,Right-hand drive,Silver,2.0,6586.0,No
BMW,X6,2010.0,165000.0,Jeep,Yes,Petrol,3.5,6.0,Tiptronic,4x4,Left wheel,Black,8.0,50178.0,Yes
TOYOTA,Prius,2007.0,212000.0,Hatchback,No,Hybrid,1.5,4.0,Variator,Front,Left wheel,Red,8.0,11290.0,No
SUBARU,Forester,2003.0,155000.0,Jeep,Yes,Petrol,2.0,4.0,Automatic,4x4,Right-hand drive,Green,2.0,12000.0,No
HYUNDAI,Elantra,2007.0,120455.0,Sedan,Yes,Diesel,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,8643.0,No
TOYOTA,Prius,2007.0,230000.0,Sedan,No,Hybrid,1.5,8.0,Automatic,Front,Left wheel,White,8.0,10976.0,No
TOYOTA,Camry,2018.0,127515.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Black,12.0,9722.0,No
MERCEDES-BENZ,ML 350,2013.0,85862.0,Jeep,Yes,Petrol,3.5,6.0,Tiptronic,4x4,Left wheel,Grey,12.0,47042.0,No
FORD,Taurus,2011.0,139934.0,Sedan,Yes,Petrol,3.5,4.0,Automatic,Front,Left wheel,Silver,4.0,20469.0,No
CHEVROLET,Captiva,2011.0,189000.0,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,Left wheel,Black,4.0,18616.0,No
TOYOTA,RAV 4,2016.0,0.0,Jeep,Yes,Petrol,2.5,4.0,Automatic,4x4,Left wheel,Red,12.0,2038.0,No
FORD,Fusion,2014.0,27579.0,Sedan,Yes,Petrol,2.0,4.0,Tiptronic,Front,Left wheel,Carnelian red,12.0,21326.0,Yes
HONDA,FIT,2012.0,108000.0,Hatchback,No,Petrol,1.3,4.0,Automatic,Front,Right-hand drive,Blue,6.0,7840.0,No
NISSAN,Note,2012.0,29000.0,Hatchback,No,Petrol,1.2,3.0,Variator,Front,Left wheel,White,2.0,10000.0,No
HYUNDAI,Tucson,2014.0,75584.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,40556.0,No
LEXUS,CT 200h,2014.0,132563.0,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Red,0.0,11447.0,No
MITSUBISHI,Outlander,2010.0,130000.0,Jeep,No,Petrol,2.4,4.0,Automatic,4x4,Left wheel,Silver,6.0,17562.0,No
HONDA,FIT,2017.0,85000.0,Hatchback,Yes,Petrol,1.3,4.0,Automatic,Front,Left wheel,Black,4.0,28015.0,No
HYUNDAI,Sonata,2012.0,69805.0,Sedan,No,Hybrid,2.4,4.0,Tiptronic,Front,Left wheel,Black,12.0,17249.0,No
HYUNDAI,H1,2012.0,205425.0,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Yellow,4.0,19369.0,No
BMW,320,1998.0,0.0,Universal,Yes,LPG,2.0,6.0,Automatic,Rear,Left wheel,Silver,4.0,7840.0,No
FORD,Fusion,2015.0,128000.0,Sedan,No,Petrol,2.0,4.0,Tiptronic,Front,Left wheel,White,10.0,20385.0,No
JEEP,Patriot,2015.0,113821.0,Jeep,Yes,Petrol,2.4,4.0,Automatic,Front,Left wheel,White,12.0,2195.0,No
HYUNDAI,Elantra,2013.0,96500.0,Hatchback,Yes,Petrol,1.8,4.0,Tiptronic,Front,Left wheel,Grey,6.0,19000.0,No
MERCEDES-BENZ,GLE 350,2016.0,29500.0,Jeep,Yes,Petrol,2.0,4.0,Tiptronic,4x4,Left wheel,Grey,12.0,79971.0,Yes
HYUNDAI,Genesis,2010.0,133225.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,9408.0,No
MERCEDES-BENZ,300,2010.0,166400.0,Sedan,Yes,Petrol,3.0,6.0,Automatic,Rear,Left wheel,Black,8.0,15681.0,No
TOYOTA,Yaris,2007.0,230400.0,Hatchback,No,Petrol,1.5,4.0,Automatic,Front,Left wheel,Grey,4.0,10976.0,No
HYUNDAI,H1,2014.0,117466.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Grey,4.0,34673.0,No
HYUNDAI,Sonata,2014.0,95296.0,Sedan,Yes,Hybrid,2.4,6.0,Tiptronic,Rear,Left wheel,White,10.0,22580.0,No
CHEVROLET,Captiva,2015.0,88392.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,37062.0,No
TOYOTA,Prius,2007.0,77777.0,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Left wheel,Red,6.0,10036.0,No
CHEVROLET,Volt,2013.0,201193.0,Hatchback,No,Plug-in Hybrid,1.8,4.0,Automatic,Front,Left wheel,Red,4.0,18189.0,No
BMW,X5,2009.0,1000.0,Jeep,Yes,Petrol,3.5,6.0,Tiptronic,4x4,Left wheel,Silver,10.0,23834.0,No
HYUNDAI,Sonata,2012.0,88300.0,Sedan,Yes,Hybrid,2.4,6.0,Automatic,Front,Left wheel,Grey,6.0,22894.0,No
VOLKSWAGEN,Jetta,1999.0,185000.0,Sedan,Yes,Petrol,2.0,4.0,Manual,Front,Left wheel,Silver,0.0,4704.0,No
LEXUS,GX 470,2015.0,106918.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Black,0.0,47042.0,No
VAZ,2121 (Niva),2014.0,35000.0,Jeep,No,Petrol,1.7,4.0,Manual,4x4,Left wheel,Green,2.0,18503.0,No
MERCEDES-BENZ,S 550,2013.0,106000.0,Sedan,Yes,Petrol,4.7,8.0,Automatic,4x4,Left wheel,Black,12.0,34500.0,Yes
HYUNDAI,Tucson,2019.0,31200.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,4x4,Left wheel,Blue,12.0,17876.0,No
MERCEDES-BENZ,ML 350,2003.0,273363.0,Jeep,Yes,Petrol,3.5,6.0,Tiptronic,4x4,Left wheel,Grey,9.0,12858.0,No
HYUNDAI,Genesis,2010.0,108981.0,Coupe,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Yellow,4.0,27755.0,No
TOYOTA,Camry,2014.0,109798.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,White,12.0,5488.0,No
